Row.ID,Date,TIME.POINT,Luna.Num,Luna.Letter,Luna_grouping,TRT,FOCAL,FOCAL_col,FOCAL_ID,USE,FOCAL_HT_mm,Focal_BD,Focal_FL,Focal_FR,FOCAL_REP_EFFORT,FOCAL_Biomass_g,NEIGH,NEIGH_CT,AVG_NEIGH_HT_mm,TALLEST_IN_30cm_mm,Per_Litt,Per_Bare,Per_Plant,Neigh_per_BD,Neigh_per_FL,Neigh_per_FR,ALIVE_Y.N,NOTES,NOTES.2,NOTES.3,NOTES.4,NOTES.5
251,2/24/2021,1,2,B,2.CTRL,CTRL,FG,OR,2B_CTRL_FG_OR,Y,10,.,.,.,0,.,GR,7,13,170,95,5,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
252,2/27/2021,1,2,B,2.CTRL,CTRL,FG,OR_DOUBLE,2B_CTRL_FG_OR_DOUBLE,Y,18,.,.,.,0,.,FG,3,17,180,30,70,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
253,2/24/2021,1,2,B,2.CTRL,CTRL,FG,PP,2B_CTRL_FG_PP,Y,14,.,.,.,0,.,GR,7,18,225,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
254,2/24/2021,1,2,B,2.CTRL,CTRL,FG,RD,2B_CTRL_FG_RD,Y,11,.,.,.,0,.,.,.,.,135,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
255,2/27/2021,1,2,B,2.CTRL,CTRL,FG,RD_BLK,2B_CTRL_FG_RD_BLK,Y,22,.,.,.,0,.,GR,1,8,180,40,60,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
256,2/27/2021,1,2,B,2.CTRL,CTRL,FG,RD_OR,2B_CTRL_FG_RD_OR,Y,20,.,.,.,0,.,GR,19,20,200,50,50,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
257,2/27/2021,1,2,B,2.CTRL,CTRL,FG,RD_PP,2B_CTRL_FG_RD_PP,Y,23,.,.,.,0,.,GR,5,15,600,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
258,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BLK,2B_CTRL_GR_BLK,Y,13,.,.,.,0,.,FG,1,17,210,60,40,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
259,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BLK,2B_CTRL_GR_BLK,Y,13,.,.,.,0,.,GR,24,16,210,60,40,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
260,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BLK_PP,2B_CTRL_GR_BLK_PP,Y,15,.,.,.,0,.,FG,1,11,210,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
261,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BLK_PP,2B_CTRL_GR_BLK_PP,Y,15,.,.,.,0,.,GR,13,15,210,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
262,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BU,2B_CTRL_GR_BU,Y,20,.,.,.,0,.,GR,8,19,230,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
263,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BU_DOUBLE,2B_CTRL_GR_BU_DOUBLE,Y,23,.,.,.,0,.,FG,2,18,200,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
264,2/27/2021,1,2,B,2.CTRL,CTRL,GR,BU_DOUBLE,2B_CTRL_GR_BU_DOUBLE,Y,23,.,.,.,0,.,GR,16,16,200,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
265,2/27/2021,1,2,B,2.CTRL,CTRL,GR,CL,2B_CTRL_GR_CL,Y,15,.,.,.,0,.,FG,2,12,210,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
266,2/27/2021,1,2,B,2.CTRL,CTRL,GR,CL,2B_CTRL_GR_CL,Y,15,.,.,.,0,.,GR,12,15,210,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
267,2/27/2021,1,2,B,2.CTRL,CTRL,GR,OR,2B_CTRL_GR_OR,Y,24,.,.,.,0,.,FG,1,15,230,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
268,2/27/2021,1,2,B,2.CTRL,CTRL,GR,OR,2B_CTRL_GR_OR,Y,24,.,.,.,0,.,GR,5,15,230,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
269,2/27/2021,1,2,B,2.CTRL,CTRL,GR,OR_CL,2B_CTRL_GR_OR_CL,Y,27,.,.,.,0,.,GR,23,20,260,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
270,2/27/2021,1,2,B,2.CTRL,CTRL,GR,PP,2B_CTRL_GR_PP,Y,22,.,.,.,0,.,GR,2,15,160,90,10,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
271,2/27/2021,1,2,B,2.CTRL,CTRL,GR,RD,2B_CTRL_GR_RD,Y,18,.,.,.,0,.,GR,4,12,180,5,95,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
272,2/27/2021,1,2,B,2.CTRL,CTRL,GR,RD_DOUBLE,2B_CTRL_GR_RD_DOUBLE,Y,17,.,.,.,0,.,FG,1,12,210,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
273,2/27/2021,1,2,B,2.CTRL,CTRL,GR,RD_DOUBLE,2B_CTRL_GR_RD_DOUBLE,Y,17,.,.,.,0,.,GR,24,17,210,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
274,2/24/2021,1,2,C,2.CTRL,CTRL,BE,OR,2C_CTRL_BE_OR,Y,7,.,.,.,0,.,.,.,.,310,15,85,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
275,2/24/2021,1,2,C,2.CTRL,CTRL,BE,PP,2C_CTRL_BE_PP,Y,5,.,.,.,0,.,.,.,.,174,40,60,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
276,2/24/2021,1,2,C,2.CTRL,CTRL,BE,RD,2C_CTRL_BE_RD,Y,7,.,.,.,0,.,.,.,.,105,60,40,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
277,2/24/2021,1,2,C,2.CTRL,CTRL,BR,PP,2C_CTRL_BR_PP,Y,2,.,.,.,0,.,FB SPAT,1,1,230,25,75,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
278,2/24/2021,1,2,C,2.CTRL,CTRL,BR,RD,2C_CTRL_BR_RD,Y,3,.,.,.,0,.,FB SPAT,1,3,174,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
279,2/24/2021,1,2,C,2.CTRL,CTRL,FG,BLK,2C_CTRL_FG_BLK,Y,19,.,.,.,0,.,FG,1,17,90,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
280,2/24/2021,1,2,C,2.CTRL,CTRL,FG,BU,2C_CTRL_FG_BU,Y,12,.,.,.,0,.,FG,3,13,212,70,30,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
281,2/24/2021,1,2,C,2.CTRL,CTRL,FG,CL,2C_CTRL_FG_CL,Y,18,.,.,.,0,.,FB SPAT,1,1,.,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
282,2/24/2021,1,2,C,2.CTRL,CTRL,FG,CL,2C_CTRL_FG_CL,Y,18,.,.,.,0,.,FG,3,6,90,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
283,2/24/2021,1,2,C,2.CTRL,CTRL,FG,OR,2C_CTRL_FG_OR,Y,17,.,.,.,0,.,FG,1,12,250,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
284,2/24/2021,1,2,C,2.CTRL,CTRL,FG,PP,2C_CTRL_FG_PP,Y,11,.,.,.,0,.,FG,8,11,235,30,70,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
285,2/24/2021,1,2,C,2.CTRL,CTRL,FG,RD,2C_CTRL_FG_RD,Y,16,.,.,.,0,.,.,.,.,213,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
286,2/27/2021,1,2,C,2.CTRL,CTRL,FG,RD_BU,2C_CTRL_FG_RD_BU,Y,60,.,.,.,0,.,FG,3,16,250,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
287,2/27/2021,1,2,C,2.CTRL,CTRL,GR,BLK,2C_CTRL_GR_BLK,Y,11,.,.,.,0,.,GR,2,15,190,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
288,2/27/2021,1,2,C,2.CTRL,CTRL,GR,BLK,2C_CTRL_GR_BLK,Y,11,.,.,.,0,.,TINY FB,1,2,190,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
289,2/27/2021,1,2,C,2.CTRL,CTRL,GR,BU,2C_CTRL_GR_BU,Y,8,.,.,.,0,.,FB SPAT,1,3,170,25,75,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
290,2/27/2021,1,2,C,2.CTRL,CTRL,GR,BU,2C_CTRL_GR_BU,Y,8,.,.,.,0,.,GR,1,14,170,25,75,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
291,2/27/2021,1,2,C,2.CTRL,CTRL,GR,CL,2C_CTRL_GR_CL,Y,14,.,.,.,0,.,GR,2,12,190,8,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
292,2/27/2021,1,2,C,2.CTRL,CTRL,GR,OR,2C_CTRL_GR_OR,Y,16,.,.,.,0,.,GR,3,14,170,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
293,2/27/2021,1,2,C,2.CTRL,CTRL,GR,OR_CL,2C_CTRL_GR_OR_CL,Y,22,.,.,.,0,.,GR,4,18,280,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
294,2/27/2021,1,2,C,2.CTRL,CTRL,GR,PP,2C_CTRL_GR_PP,Y,20,.,.,.,0,.,GR,1,8,170,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
295,2/27/2021,1,2,C,2.CTRL,CTRL,GR,PP_DOUBLE,2C_CTRL_GR_PP_DOUBLE,Y,20,.,.,.,0,.,GR,2,14,190,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
296,2/27/2021,1,2,C,2.CTRL,CTRL,GR,RD,2C_CTRL_GR_RD,Y,31,.,.,.,0,.,.,.,.,255,80,20,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
297,2/27/2021,1,2,C,2.CTRL,CTRL,GR,RD_BLK,2C_CTRL_GR_RD_BLK,Y,25,.,.,.,0,.,GR,4,12,280,70,30,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
298,2/24/2021,1,6,A,6.LG,LG,BR,BLK,6A_LG_BR_BLK,Y,3,.,.,.,0,.,BR,1,2,95,5,95,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
299,2/24/2021,1,6,A,6.LG,LG,BR,BU,6A_LG_BR_BU,Y,3,.,.,.,0,.,BR,1,3,148,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
300,2/24/2021,1,6,A,6.LG,LG,BR,BU,6A_LG_BR_BU,Y,3,.,.,.,0,.,FB SPAT,1,3,148,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
301,2/24/2021,1,6,A,6.LG,LG,BR,CL,6A_LG_BR_CL,Y,6,.,.,.,0,.,BR,1,3,215,15,85,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
302,2/24/2021,1,6,A,6.LG,LG,BR,OR,6A_LG_BR_OR,Y,3,.,.,.,0,.,.,.,.,116,90,10,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
303,2/24/2021,1,6,A,6.LG,LG,BR,PP,6A_LG_BR_PP,Y,3,.,.,.,0,.,.,.,.,140,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
304,2/24/2021,1,6,A,6.LG,LG,BR,RD,6A_LG_BR_RD,Y,10,.,.,.,0,.,.,.,.,100,20,80,3,.,.,.,Y,ABOUT 2 FT FROM ROCK,#N/A,#N/A,#N/A,#N/A
305,2/24/2021,1,6,A,6.LG,LG,FG,BU,6A_LG_FG_BU,Y,13,.,.,.,0,.,.,.,.,135,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
306,2/24/2021,1,6,A,6.LG,LG,FG,OR,6A_LG_FG_OR,Y,20,.,.,.,0,.,FG,1,13,125,50,50,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
307,2/24/2021,1,6,A,6.LG,LG,FG,PP,6A_LG_FG_PP,Y,20,.,.,.,0,.,FB SPAT,1,7,165,90,10,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
308,2/24/2021,1,6,A,6.LG,LG,FG,PP,6A_LG_FG_PP,Y,20,.,.,.,0,.,FG,1,23,165,90,10,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
309,2/24/2021,1,6,A,6.LG,LG,FG,RD,6A_LG_FG_RD,Y,18,.,.,.,0,.,.,.,.,116,70,30,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
310,2/25/2021,1,6,A,6.LG,LG,GR,RD,6A_LG_GR_RD,Y,18,.,.,.,0,.,FG,1,17,95,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
311,2/24/2021,1,6,B,6.LG,LG,BE,OR,6B_LG_BE_OR,Y,20,.,.,.,0,.,GR,1,31,170,100,2,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
312,2/24/2021,1,6,B,6.LG,LG,BE,PP,6B_LG_BE_PP,Y,12,.,.,.,0,.,BE,1,12,440,95,5,3,.,.,.,Y,CHOLLA TALLEST,#N/A,#N/A,#N/A,#N/A
313,2/24/2021,1,6,B,6.LG,LG,BE,RD,6B_LG_BE_RD,Y,10,.,.,.,0,.,.,.,.,142,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
314,2/24/2021,1,6,B,6.LG,LG,FG,BU,6B_LG_FG_BU,Y,14,.,.,.,0,.,GR,1,3,165,30,70,2,.,.,.,Y,ON SEEDBALL,#N/A,#N/A,#N/A,#N/A
315,2/25/2021,1,6,B,6.LG,LG,FG,BU_DOUBLE,6B_LG_FG_BU_DOUBLE,Y,12,.,.,.,0,.,.,.,.,180,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
316,2/24/2021,1,6,B,6.LG,LG,FG,CL,6B_LG_FG_CL,Y,9,.,.,.,0,.,FB SPAT,1,6,110,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
317,2/24/2021,1,6,B,6.LG,LG,FG,CL,6B_LG_FG_CL,Y,9,.,.,.,0,.,GR,1,21,110,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
318,2/24/2021,1,6,B,6.LG,LG,FG,CL,6B_LG_FG_CL,Y,9,.,.,.,0,.,TINY FUZZ FB,2,2,110,70,30,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
319,2/24/2021,1,6,B,6.LG,LG,FG,OR,6B_LG_FG_OR,Y,8,.,.,.,0,.,GR,1,17,186,50,50,2,.,.,.,Y,ON SEEDBALL,#N/A,#N/A,#N/A,#N/A
320,2/24/2021,1,6,B,6.LG,LG,FG,PP,6B_LG_FG_PP,Y,16,.,.,.,0,.,GR,11,17,250,95,5,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
321,2/24/2021,1,6,B,6.LG,LG,FG,PP,6B_LG_FG_PP,Y,16,.,.,.,0,.,TINY FB MAYBE FG,2,3,250,95,5,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
322,2/24/2021,1,6,B,6.LG,LG,FG,RD,6B_LG_FG_RD,Y,10,.,.,.,0,.,GR,1,18,185,85,15,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
323,2/25/2021,1,6,B,6.LG,LG,FG,RD_BU,6B_LG_FG_RD_BU,Y,18,.,.,.,0,.,FG,1,10,210,70,30,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
324,2/25/2021,1,6,B,6.LG,LG,FG,RD_BU,6B_LG_FG_RD_BU,Y,18,.,.,.,0,.,GR,4,13,210,70,30,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
325,2/25/2021,1,6,B,6.LG,LG,GR,BLK,6B_LG_GR_BLK,Y,35,.,.,.,0,.,TINY FB,1,2,265,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
326,2/25/2021,1,6,B,6.LG,LG,GR,BLK_BU,6B_LG_GR_BLK_BU,Y,15,.,.,.,0,.,FG,1,17,180,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
327,2/25/2021,1,6,B,6.LG,LG,GR,BLK_BU,6B_LG_GR_BLK_BU,Y,15,.,.,.,0,.,GR,3,12,180,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
328,2/25/2021,1,6,B,6.LG,LG,GR,BLK_CL,6B_LG_GR_BLK_CL,Y,20,.,.,.,0,.,.,.,.,180,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
329,2/25/2021,1,6,B,6.LG,LG,GR,BU,6B_LG_GR_BU,Y,17,.,.,.,0,.,GR,3,18,170,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
335,2/25/2021,1,6,B,6.LG,LG,GR,CL_PP,6B_LG_GR_CL_PP,Y,20,.,.,.,0,.,.,.,.,220,95,2,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
330,2/25/2021,1,6,B,6.LG,LG,GR,OR,6B_LG_GR_OR,Y,20,.,.,.,0,.,.,.,.,300,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
331,2/25/2021,1,6,B,6.LG,LG,GR,OR_DOUBLE,6B_LG_GR_OR_DOUBLE,Y,20,.,.,.,0,.,BE,1,18,130,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
332,2/25/2021,1,6,B,6.LG,LG,GR,OR_DOUBLE,6B_LG_GR_OR_DOUBLE,Y,20,.,.,.,0,.,TINY FB,1,2,130,80,20,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
333,2/25/2021,1,6,B,6.LG,LG,GR,OR_PP,6B_LG_GR_OR_PP,Y,17,.,.,.,0,.,.,.,.,140,70,30,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
334,2/25/2021,1,6,B,6.LG,LG,GR,PP,6B_LG_GR_PP,Y,20,.,.,.,0,.,GR,2,20,210,20,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
336,2/25/2021,1,6,B,6.LG,LG,GR,PP_DOUBLE,6B_LG_GR_PP_DOUBLE,Y,19,.,.,.,0,.,.,.,.,110,60,40,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
337,2/25/2021,1,6,B,6.LG,LG,GR,RD,6B_LG_GR_RD,Y,15,.,.,.,0,.,GR,2,16,210,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
338,2/25/2021,1,6,B,6.LG,LG,GR,RD_DOUBLE,6B_LG_GR_RD_DOUBLE,Y,25,.,.,.,0,.,GR,1,20,130,80,20,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
339,2/24/2021,1,6,C,6.LG,LG,BR,BLK,6C_LG_BR_BLK,Y,12,.,.,.,0,.,.,.,.,67,10,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
340,2/24/2021,1,6,C,6.LG,LG,BR,BU,6C_LG_BR_BU,Y,2,.,.,.,0,.,BE,1,6,124,10,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
341,2/24/2021,1,6,C,6.LG,LG,BR,BU,6C_LG_BR_BU,Y,2,.,.,.,0,.,FB CRYPT FUZZY,2,2,124,10,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
342,2/24/2021,1,6,C,6.LG,LG,BR,CL,6C_LG_BR_CL,Y,4,.,.,.,0,.,BE,1,8,190,40,60,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
343,2/24/2021,1,6,C,6.LG,LG,BR,CL,6C_LG_BR_CL,Y,4,.,.,.,0,.,FB PURPLE,1,7,190,40,60,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
344,2/24/2021,1,6,C,6.LG,LG,BR,OR,6C_LG_BR_OR,Y,4,.,.,.,0,.,.,.,.,101,10,90,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
345,2/25/2021,1,6,C,6.LG,LG,BR,OR_BU,6C_LG_BR_OR_BU,Y,6,.,.,.,0,.,.,.,.,120,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
346,2/24/2021,1,6,C,6.LG,LG,BR,PP,6C_LG_BR_PP,Y,3,.,.,.,0,.,FB SPAT,1,3,92,5,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
347,2/24/2021,1,6,C,6.LG,LG,BR,RD,6C_LG_BR_RD,Y,2,.,.,.,0,.,CALLIANDRA,1,23,115,30,50,10,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
348,2/24/2021,1,6,C,6.LG,LG,BR,RD,6C_LG_BR_RD,Y,2,.,.,.,0,.,FB CRYPT FUZZY,2,4,115,30,50,10,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
349,2/25/2021,1,6,C,6.LG,LG,FG,OR_DOUBLE,6C_LG_FG_OR_DOUBLE,Y,7,.,.,.,0,.,.,.,.,120,5,95,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
350,2/24/2021,1,6,C,6.LG,LG,FG,RD,6C_LG_FG_RD,Y,5,.,.,.,0,.,FB STARLIKE,1,2,143,10,90,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
351,2/25/2021,1,6,C,6.LG,LG,GR,OR,6C_LG_GR_OR,Y,13,.,.,.,0,.,BR,1,3,100,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
352,2/25/2021,1,6,C,6.LG,LG,GR,PP,6C_LG_GR_PP,Y,15,.,.,.,0,.,GR,6,16,160,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
353,2/25/2021,1,6,C,6.LG,LG,GR,RD,6C_LG_GR_RD,Y,18,.,.,.,0,.,.,.,.,160,50,50,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
354,3/14/2021,2,1,A,1.CTRL,CTRL,BE,BLK,1A_CTRL_BE_BLK,Y,22,.,.,.,0,.,BE,3,11,#N/A,45,55,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
355,3/14/2021,2,1,A,1.CTRL,CTRL,BE,BU,1A_CTRL_BE_BU,Y,25,.,.,.,0,.,.,.,.,#N/A,45,55,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
356,3/14/2021,2,1,A,1.CTRL,CTRL,BE,BU_OR,1A_CTRL_BE_BU_OR,Y,0,.,.,.,0,.,BE,1,8,#N/A,97,3,1,.,.,.,N,#N/A,,#N/A,#N/A,#N/A
357,3/14/2021,2,1,A,1.CTRL,CTRL,BE,CL,1A_CTRL_BE_CL,Y,3,.,.,.,0,.,GR,1,9,#N/A,10,90,1,.,.,.,Y,#N/A,FOCAL AND NEIGHBOR DYING,#N/A,#N/A,#N/A
358,3/14/2021,2,1,A,1.CTRL,CTRL,BE,OR,1A_CTRL_BE_OR,Y,12,.,.,.,0,.,BE,1,7,#N/A,70,30,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
359,3/14/2021,2,1,A,1.CTRL,CTRL,BE,PP,1A_CTRL_BE_PP,Y,11,.,.,.,0,.,TINY FB,1,2,#N/A,35,65,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
360,3/14/2021,2,1,A,1.CTRL,CTRL,BE,RD,1A_CTRL_BE_RD,Y,13,.,.,.,0,.,.,.,.,#N/A,90,10,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
361,3/14/2021,2,1,A,1.CTRL,CTRL,BE,RD_PP,1A_CTRL_BE_RD_PP,Y,19,.,.,.,0,.,BE,2,10,#N/A,15,85,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
362,3/14/2021,2,1,A,1.CTRL,CTRL,BR,RD,1A_CTRL_BR_RD,Y,2,.,.,.,0,.,BR,1,2,#N/A,60,40,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
363,3/14/2021,2,1,A,1.CTRL,CTRL,FG,BLK,1A_CTRL_FG_BLK,Y,13,.,.,.,0,.,.,.,.,#N/A,55,45,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
364,3/14/2021,2,1,A,1.CTRL,CTRL,FG,BU,1A_CTRL_FG_BU,Y,10,.,.,.,0,.,BE,1,9,#N/A,95,5,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
365,3/14/2021,2,1,A,1.CTRL,CTRL,FG,BU,1A_CTRL_FG_BU,Y,10,.,.,.,0,.,TINY PEA,1,7,#N/A,95,5,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
366,3/14/2021,2,1,A,1.CTRL,CTRL,FG,BU_PP,1A_CTRL_FG_BU_PP,Y,21,.,.,.,0,.,CALLIANDRA,1,90,#N/A,20,80,3,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
367,3/14/2021,2,1,A,1.CTRL,CTRL,FG,CL,1A_CTRL_FG_CL,Y,12,.,.,.,0,.,.,.,.,#N/A,8,92,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
368,3/14/2021,2,1,A,1.CTRL,CTRL,FG,OR,1A_CTRL_FG_OR,Y,20,.,.,.,0,.,FG,1,23,#N/A,70,60,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
369,3/14/2021,2,1,A,1.CTRL,CTRL,FG,OR_PP,1A_CTRL_FG_OR_PP,Y,0,.,.,.,0,.,UNK FB,1,5,#N/A,8,92,1,.,.,.,N,#N/A,NEIGHBOR EATEN,#N/A,#N/A,#N/A
370,3/14/2021,2,1,A,1.CTRL,CTRL,FG,PP,1A_CTRL_FG_PP,Y,31,.,.,.,0,.,.,.,.,#N/A,95,5,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
371,3/14/2021,2,1,A,1.CTRL,CTRL,FG,RD,1A_CTRL_FG_RD,Y,12,.,.,.,0,.,.,.,.,#N/A,60,40,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
372,3/14/2021,2,1,A,1.CTRL,CTRL,GR,BLK,1A_CTRL_GR_BLK,Y,18,.,.,.,0,.,BE,1,10,#N/A,40,60,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
373,3/14/2021,2,1,A,1.CTRL,CTRL,GR,BLK,1A_CTRL_GR_BLK,Y,18,.,.,.,0,.,GR,3,25,#N/A,40,60,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
374,3/14/2021,2,1,A,1.CTRL,CTRL,GR,BU,1A_CTRL_GR_BU,Y,4,.,.,.,0,.,CALLIANDRA,1,23,#N/A,70,30,2,.,.,.,Y,#N/A,FOCAL EATEN,#N/A,#N/A,#N/A
375,3/14/2021,2,1,A,1.CTRL,CTRL,GR,BU,1A_CTRL_GR_BU,Y,4,.,.,.,0,.,FG,2,18,#N/A,70,30,2,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
376,3/14/2021,2,1,A,1.CTRL,CTRL,GR,CL,1A_CTRL_GR_CL,Y,17,.,.,.,0,.,BE,1,14,#N/A,30,70,1,.,.,.,Y,#N/A,,#N/A,#N/A,#N/A
